1000 Names,Bulgarie,
Rub'n'tug,Etats-Unis ,New-York
Ruby,Royaume-Uni,Londres
Rufus Harley,Etats-Unis ,Philadelphie
Russell Gunn & Ethnomusicology,Etats-Unis ,Atlanta
??????? ???????,Russie,
Saadet Türköz,Turquie,
Sabina,Italie,
Saïan Supa Crew,France,
Saidah Baba Talibah,Canada,Toronto
Saï Saï,France,Paris
Salaryman,Etats-Unis,Champaign
Sale Défaite,France,Lyon
Salem,Etats-Unis,Chicago
Salem Tradition,France (Réunion),
Sallie Ford & The Sound Outside,Etats-Unis,Portland
Salmonella Dub,Nouvelle-Zélande,
Salt Cathedral,Colombie,
Salvatore,Norvège,
Sam Amazon,France,Rennes
Samba De Le Muerte,France,Caen
Sammy Decoster,France,
Sandals,Royaume-Uni,Londres
Sankofa,France,Rennes
Santa Cruz,France ,Rennes
Santa Cruz,France ,Rennes
Santogold,Etats-Unis,New-York
Sa-ra Creative Partners,Etats-Unis ,New-York
Sarah W_Papsun,France,
Saul Williams,Etats-Unis ,New-York
Sawt El Atlas,France,Blois
Sax machine Feat. Racecar,France,Rennes
Sax Pustuls,France,Rennes
SBTRKT,Royaume-Uni,Londres
Scan X,France,Paris
Scatterbrain,Etats-Unis,New-York
Scieur Z,France,Paris
Screaming Target,Royaume-Uni,Londres
Sebastian,France,
Sébastien Tellier,France,Paris
Sekuoia,Danemark,Copenhague
Semblant Décors,France,Rennes
Senior Picante,Mexique,Mexico
Señor Coconut,Allemagne,
Senses,Inde,
Sens Unik,Suisse,Lausanne
Serena Maneesh,Norvège,Oslo
Sergent Garcia,France,
Sergueï Papail,France,Rennes
S.E. Rogie,Sierra Leone,Freetown
Seven Dub,France ,Paris
Sex Tattoo,France,Rennes
Sex Toy,France ,Paris
Shabazz Palaces,Etats-Unis,Seattle
Shaï No Shaï,France,Paris
Shä-Key,Etats-Unis,New-York
Shalark,France,
Shamir,Etats-Unis,Las Vegas
Shane Cough,France ,Rennes
Shantel,Allemagne,Frankfort
Sharko,Belgique,
Shazzula,Belgique,Bruxelles
Sheer.K,France,Brest
Sheik Omar Sanogo Group,France,
Shellac,Etats-Unis,Chicago
Sherpas,France,
Shift,Etats-Unis,New-York
Shiko Shiko,France,Lille
Shogun Kunitoki,Finlande,
Shop Assistants,Royaume-Uni,Edimbourg
Shoulders,Etats-Unis,Austin
Shout,France,Saumur
Shout Out Louds,Suède,Stockholm
Shredded Ermine's,France,Nevers
Shukar Collective,Roumanie,
Shy Child,Etats-Unis ,New-York
Sidestepper,Colombie,
Sid Presley Experience,Royaume-Uni,Londres
Sierra Leone Refugees All Stars,Sierra Leone,Libreville
Sigue Sigue Sputnik,Royaume-Uni,Londres
Silent Majority,Suisse,Lausanne
Silverfish,Royaume-Uni,Londres
Silverio,Mexique,
Simian Mobile Disco,Royaume-Uni,Londres
Simian,Royaume-Uni,Londres
Simple Posse,France,Rennes
Sinclair,France,Paris
Sinden,Royaume-Uni,Londres
Sinjin Hawke,Canada,Montréal
Sinkane,Soudan,
Sir Nenis,Finlande,
Sister Phunk Brothers,France,Paris
Sister,Royaume-Uni,Londres
Sitronapoo,France,Saint-Brieuc
Sixtine,France,
Skalpel,Pologne,Wroclaw
Skim & Tone,France ,Rennes
Skip&Die,Afrique du Sud,
Sléo,France,Paris
Slim,Royaume-Uni,Londres
Slovo,Royaume-Uni,Londres
Slow Joe and the Ginger Accident,Inde,
Sloy,France,Béziers
Smooth,France,Nantes
Smooty Filth,France,Rennes
Smoove & Turrell,Royaume-Uni,Newcastle
Snakefinger,Royaume-Uni,Londres
Sneaker Pimps,Royaume-Uni,Reading
Soft Lit,Etats-Unis,New-York
"Soil & ""Pimp"" Sessions",Japon,
Solange la Frange,Suisse,
Solange La Frange,Suisse,
Solillaquists of Sounds,Etats-Unis ,Orlando
Sona Fariq,Royaume-Uni,Londres
Sondre Lerche,Norvège,
Songhoy Blues,Mali,Tombouctou
Sonic Machine,France,Paris
Sonic Machine,France,Paris
Sonic Youth,Etats-Unis,New-York
Son of Bazerk,Etats-Unis,Freeport
Son Of Dave,Royaume-Uni,Londres
Sons of the Desert,Royaume-Uni,Londres
Soso,Canada,Saskatoon
Soulchoc,France ,Angers
Soul City (+ Pat Panik et DJ Netik),France,
Soul Coughing,Etats-Unis,New-York
Souleance,France,Paris
Soul Jazz DJ's,Royaume-Uni,
Soul Of Man,Royaume-Uni,
South Central DJ Set,Royaume-Uni,Brighton
South Central,Royaume-Uni,Brighton
Space Raiders,Royaume-Uni,Middlesbrough
Spain,Etats-Unis,Los Angeles
Spank Rock,Etats-Unis,Baltimore
Spearhead,Etats-Unis,Oakland
Spicy Box,France ,Tours
Spitzer,France,Lyon
Splash Wave,France,Rennes
Splassh !,France,Rennes
Splassh !,France,Rennes
Spoek Mathambo,Afrique du Sud,Johannesbourg
Spontus,France,Lannion
Spooky,Royaume-Uni,Londres
Sprung Aus Den Wolken,Allemagne,Berlin
Square One,Barbades,
Stacey Pullen,Etats-Unis,Detroit
Stanton Warriors,Royaume-Uni,Bristol
St Augustine,France,Clermond-Ferrand
Stephan Eicher,Suisse,
Stephan Eicher,Suisse,Münchenbuchsee
Stephan Eicher,Suisse,Münchenbuchsee
Stepping Stones,France,Paris
Stereo MC's,Royaume-Uni,Londres
Steve Jordan,Royaume-Uni,Liverpool
St Germain,France,
St Germain,France,
St. Lô,France,
Stormcore,France,Rennes
Strasbourg,France,
Straw Dogs,France,Bordeaux
Stress,Royaume-Uni,Londres
Stromae,Belgique,
Stromae,Belgique,Bruxelles
Strup X,France ,Rennes
Strup X,France ,Rennes
Sttellla,Belgique,Bruxelles
Stuck in The Sound,France,Paris
Stupeflip,France,Paris
Stuurbaard Bakkebaard,Pays-Bas,Eindhoven
Subject 13,Royaume-Uni,Londres
Subsonic Legacy,Royaume-Uni,Londres
Subversive Boy,France,
Success,France,
Success,France,Rennes
Success,France,Rennes
Sucette Buvard,France,Rennes
Suckafish P. Jones,Australie,Brisbane
Sudden Death of Stars,France,Rennes
Suede,Royaume-Uni,Londres
Sugar,Etats-Unis,Washington DC
Sugarman 3,Etats-Unis ,New-York
Sugar Ray,Etats-Unis,Newport Beach
Suicide,Etats-Unis,New-York
Suns of Arqa,Inde ,
Suns of Arqa,Royaume-Uni,Londres
Super Collider,Royaume-Uni,
Superets,France,Rennes
Superets Sound System,France,Rennes
Superpoze,France,Caen
Superthriller,Royaume-Uni,
Surfing Leons,Belgique,
Surkin,France ,Paris
Suv Follow The Sun Live Project,Royaume-Uni,Bristol
Suzujia,France,Dinan
Sven Löve,France ,Paris
Svinkels,France,
Swami,Royaume-Uni,Birmingham
Sweet Back,France,Angers
Switch,Royaume-Uni,
Symbiz,Corée du Sud,
Systema Solar,Colombie,
T5A,France,Rennes
Tabou,France,Paris
Tab Two,Allemagne,Dortmund
Tahiti 80,France ,Rouen
Tales,France,Lyon
Tali,Nouvelle-Zélande,
Tal Stef,France,Strasbourg
Tanger,France,Paris
Tango Lüger,France,Beaune
Tao Paï Paï,France,Rennes
Tarik & Djamel,France ,Rennes
TaÿFa,France,
TC Matic,Belgique,Ostende
Team Ghost,France,
Techno Animal,Royaume-Uni,
Teddybears STHML,Suède,Stockholm
Ted Milton,Royaume-Uni, Londres
Ted's Red,France,Paris
Teenage Bad Girl,France,
Tekameli,France,Perpignan
Temple Roy,Royaume-Uni,Birmingham
Ten Walls,Lituanie,Kaunas
Tepr,France ,Morlaix
Terminal Buzz Bomb,France,Rennes
Terminalhead,Royaume-Uni,Londres
Terranova,Allemagne,
Terry Lynn,Jamaïque,Kingston
Terry Mullan,Etats-Unis,Chicago
Test Department,Royaume-Uni,Londres
Teyss,France,
That Petrol Emotion,Royaume-Uni,Londres
The 1969 Club,France,
The Agitator,Royaume-Uni,Londres
The All Seeing I,Royaume-Uni,Sheffield
The Aloof,Royaume-Uni,Londres
The Arsonists,Etats-Unis ,New-York
The Avener,France,Paris
The Band of Holy Joy,Royaume-Uni,Londres
The Bays,Royaume-Uni,
The Beat Junkies (feat. J-Rocc & Babu),Etats-Unis ,Orange County
The Beatnigs,Etats-Unis,San Francisco
The Bellrays,Etats-Unis ,Riverside
The Bewitched Hands of the Top of our Heads,France,Reims
The Binary Folks,France,
The Bird Is Yellow,France,Rennes
The Bishops,Royaume-Uni,Londres
The Black Angels,Etats-Unis ,Austin
The Bloody Beetroots,Italie,
The Bonaparte's,France,Paris
The Bongolian,Royaume-Uni,Londres
The Boogie Brothers Blues Band,Royaume-Uni,
The Books,Etats-Unis ,New-York
The Brian Jonestown Massacre,Etats-Unis ,San Francisco
The Carps,Canada,Toronto
The Chemical Brothers,Royaume-Uni,Manchester
The Count and Sinden Soundsystem,Royaume-Uni,Londres
The Craftmen Club,France,Guingamp
The Cropdusters,Royaume-Uni,Lymington
The Crystal Ark,Etats-Unis,
The DeathSet,Etats-Unis,
The Delano Orchestra,France,Clermond-Ferrand
The Delta 72,Etats-Unis,Washington DC
The Deltones,Royaume-Uni,Londres
The Dick Nixons,Etats-Unis,La Nouvelle Orléans
The Dirtbombs,Etats-Unis ,Detroit
The Disposible Heroes of Hiphoprisy,Etats-Unis,San Francisco
The Dø,Finlande,
The Driven,Irlande,
The Driver,France,
The Egg,Royaume-Uni,Oxford
Thee Gloomies,France,Rennes
The Enchanted Wood,France,Rennes
The Faint,Etats-Unis ,Omaha
The Fall,Royaume-Uni,Manchester
The Feelies,Etats-Unis,Haledon
The Field,Suède,Stockholm
The Film,France,Reims
The Flying Steps,Allemagne,Berlin
The French Cowboy & The German Dudes,France,Nantes
The Fugees,Etats-Unis ,New-York
The Gaslamp Killer,Etats-Unis,San Francisco
The Glass DJ's,Etats-Unis ,New-York
The Glass,Etats-Unis ,New-York
The Glimmer Twins,Belgique,
The Glitch Mob,Etats-Unis ,
The Grief,France,Saint-Malo
The Guests Only,France,Saint-Malo
The Hacker,France,Grenoble
The Hangovers,Royaume-Uni,
The Heavy,Royaume-Uni,Noid
The Hidden Cameras,Canada,Toronto
The Honeymoon Killers (Les Tueurs de la Lune de Miel),Belgique,Bruxelles
The Horrors,Royaume-Uni,Londres
The Infadels,Royaume-Uni,Londres
The Inspector Cluzo & Mates,France,
The Inspirational Choir,Etats-Unis,Washington DC
The (international) Noise Conspiracy,Suède,
The Japanese Popstars,Irlande ,Derry
The Jazz Butcher,Royaume-Uni,Northamptonshire
The Jesus Lizard,Etats-Unis,Chicago
The Juan McLean,Etats-Unis ,New-York
The Lanskies,France,Saint-Lô
The LA's,Royaume-Uni,Liverpool
The Last Poets,Etats-Unis,New-York
The Legendary Tiger Man,Portugal,Lisbonne
The Little Rabbits,France,La Gaubretière
The Living,Royaume-Uni,Londres
The Long Blondes,Royaume-Uni,Sheffield
The Make-Up,Etats-Unis,Washington DC
The Married Monk,France,Rennes
The Men They Couldn't Hang,Royaume-Uni,Londres
The Midnight Beast,Royaume-Uni,
The Mighty Bop,France,
The Mighty Lemon Drops,Royaume-Uni,Wolverhampton
The Mike Flowers Pops,Royaume-Uni,Londres
The Miracles Club,Etats-Unis,Portland
The Mission,Royaume-Uni,Leeds
The Mitchell Brothers,Royaume-Uni,Londres
The Muscle Shoal,Royaume-Uni,Londres
The Narcicyst ,Irak ,Montréal
The Nextmen,Royaume-Uni,Londres
The Octopus,France,Douarnenez
Théo Gravil,France ,Rennes
Théo Gravil,France,Rennes
Théo Gravil,France,Rennes
Théo Hakola,,
Théo Hakola,Etats-Unis,Spokane
The Orb,Royaume-Uni,Londres
The Orchestra,Royaume-Uni,
The Outlines,France,Marly-le-roi
The Pack A.D.,Canada,Vancouver
The Pale,Irlande,Dublin
The Penelopes & Morpheus,France,
The Phantom Band,Royaume-Uni,Glasgow
The Phenomenal Handclap Band,Etats-Unis,New-York
The Poet Generation,France ,Rennes
The Politics,Danemark,Hovedstaden
The Popopopop's DJ Set,France,Rennes
The Popopopop's DJ Set,France,Rennes
The Popopopops,France,Rennes
The Popopopops,France,Rennes
The Popopopops,France,Rennes
The Presidents Of The United States Of America,Etats-Unis,Seattle
The Prisoners,Royaume-Uni,Chatam
The Prodigy,Royaume-Uni,Braintree
The Propellerheads,Royaume-Uni,Bath
The Proxy,Russie,Moscou
The Psychonauts,Royaume-Uni,
The Purple Helmets,Royaume-Uni,Londres
The Rakes,Royaume-Uni,Londres
The Real Tuesday Weld,Royaume-Uni,Londres
The Red Goes Black,France,Douarnenez
The Residents,Etats-Unis ,Shreveport
The Right Ons,Espagne,
The Ringo Jets,Turquie,Istambul
The Roots,Etats-Unis,Philadelphie
The Same Old Band,France,Lorient
The Scratch Perverts & Second to None,Royaume-Uni,Londres
The Screaming Blue Messiahs,Royaume-Uni,Londres
The Shakers,France,Rennes
The Shamen,Royaume-Uni,Aberdeen
The Shoes,France,Reims
The Skins,Etats-Unis,
The Slow Sliders,France,Brest
The Sons of Silence DJ's,Royaume-Uni,
The Soup Dragons,Royaume-Uni,Glasgow
The Squares,France,Nancy
The Stairs,Royaume-Uni,Liverpool
The Stooges Project (feat. J Mascis),Etats-Unis ,Ann Arbor
The Storm & Jazzy Project,Allemagne,
The Strut Players DJ's,Royaume-Uni,
The Struts,Royaume-Uni,Derby
The Sugarcubes,Islande,Reykjavik
The Summer Of Maria False,France ,Rennes
The Sunday Drivers,Espagne,Tolède
The Sunshine Underground,Royaume-Uni,Leeds
The Thrills,Irlande,Dublin
The Ting Tings,Royaume-Uni,Salford
The Toxic Avenger,France,Paris
The Travellers,France,
The Truth,Royaume-Uni,Londres
The Twelves,Brésil ,Rio de Janeiro
The Undertones,Royaume-Uni,Derry
The Very Best,Malawi,
The Vienna Vegetable Orchestra,Autriche,
The View,Royaume-Uni,Dryburgh
The Wankin' Noodles,France,
The Wankin' Noodles,France,
The Wankin' Noodles,France,
The Wankin' Noodles,France,Rennes
The Washington Squares,Etats-Unis,New-York
The Weather (feat. Busdriver, Daedelus & Radioinactive),
The Whip,Royaume-Uni,Manchester
The Whitest Boy Alive,Norvège,Berlin
The Wild Ones,Belgique,Bruxelles
The Willowz,Etats-Unis ,Anaheim
The Wiseguys,Royaume-Uni,Londres
The Wiseguys,Royaume-Uni,Londres
The Woodentops,Royaume-Uni,Londres
The Words,France,Nancy
The Young Gods,Suisse,Fribourg
Thievery Corporation,Etats-Unis ,Washington DC
Thony Maskot,France,
Thumpers,Royaume-Uni,
Thylacine,France,Angers
Ticket,France,Nantes
Tiefschwarz,Allemagne,Berlin
Tiga,Canada,Montréal
Tiger & Woods,Italie,
Tiloun,France (Réunion),
Tim Exile,Royaume-Uni,
"Tim ""Love"" Lee",Royaume-Uni,Londres
Tim Wright,Royaume-Uni,York
Tinariwen,Mali,
Tiny Masters Of Today,Etats-Unis,New-York
Tipsy,Etats-Unis,San Francisco
Titan,Mexique,
TNGHT,Canada,
Tobo et les Flammes,France,Rennes
Todd Terje,Norvège,
Tohu Bohu,France,Rennes
Tohu Bohu,France,Rennes
Tom Bouthier,France,Rennes
Tom Mc Rae,Royaume-Uni,Londres
Tom Violence,France ,Rennes
Tonino Carotone,Espagne,
Tony Allen,Nigéria,
Tony Joe White,Etats-Unis,Nashville
Tony Truant,France,Paris
Too Many Zooz,Etats-Unis,New-York
Tortoise,Etats-Unis,Chicago
Totally Enormous Extinct Dinosaurs,Royaume-Uni,Oxford
Toups Bebey & Pact,Cameroun,
Trachtenburg Family Slideshow Players,Etats-Unis ,New-York
Tragically Hip,Canada,Kingston
Transformer,Royaume-Uni,Brighton
Transglobal Underground,Royaume-Uni,Londres
Trap,France,
Treponem Pal,France,Paris
Treva Whateva,Royaume-Uni,
Tribeqa,France,
Trio Erik Marchand,France,Bretagne
Trotskids,France,Rennes
Trumystic Sound System,Etats-Unis,New-York
Tryo,France ,
TTC,France,Paris
Tumi Mogorosi,Afrique du Sud,
Tunng with Buck 65 & Serafina Steer,Royaume-Uni,Londres
TVC 15,France,Rennes
TV Glory,France,Lille
Tweed,France,Rouen
Twenty Miles,Etats-Unis,
Twisted Charm,Royaume-Uni,Londres
Ty,Royaume-Uni,Londres
Ubik,France,Rennes
Ubik,France,Rennes
Ubik,France,Rennes
Ugly Duckling,Etats-Unis ,Long Beach
Ulan Bator,France,Paris
Ultimate High (vs Pills en invité surprise),France,
Uminski,France,Paris
Underground Resistance,Etats-Unis,Detroit
Unholy Trinity,Royaume-Uni,Londres
Urban Dance Squad,Pays-Bas,Utrecht
Ursula Rucker,Etats-Unis ,Philadelphie
US3,Royaume-Uni,Londres
Useless,France ,Lille
U.V. Jets,France,Brest
UZ,France,
Vaudou Game,Togo,Lomé
Vein,France,Rennes
Velvet Two Stripes,Suisse,
Vendetta Palace,France,Paris
Ventre,France,Nice
Venus,Belgique,
Venus de Rides,France,Rennes
Venus de Rides,France,Rennes
Véra Bila & Kale,République Tchèque,Rokycany
Verska Vis,France,Rennes
Verveine,Suisse,Vevey
Vibeke Hansen,Danemark,Copenhague
Vibrastone,Japon,Tokyo
Vic Chesnutt,Etats-Unis,Georgie
Vilify,Canada,Montreal
Villanova,France,Marseille
Vinnie Who,Danemark ,Copenhague
Virago,France ,Grenoble
Vitalic,France,Dijon
Vitalic VTLZR,France,
Viva Voce,Etats-Unis ,Portland
VKNG,France,Paris
Voice of the Beehive,Etats-Unis,Laguna Beach
Volta & Fx 909,France,Paris
Von Magnet,France,Londres
Von Magnet,France,Paris
Von Pariahs,France,La Roche-sur-Yon
Von Pariahs,France,Nantes
Vrelo,Serbie,
V.V. Brown,Royaume-Uni,Londres
Wagner Pa,Brésil,Barcelone
Waï,Nouvelle-Zélande,
Wai,Nouvelle-Zélande,
Wakal,Mexique,Mexico
Wang Lei,Chine,
Wang Leï,Chine,
Wanted Posse,France,
Wanted Posse,France,Lognes aux Segrais
Wart,France,Rennes
Washington Dead Cats,France,Paris
Wax Tailor,France,Vernon
Wayne Kramer,Etats-Unis,Detroit
We Are Standard,Espagne,Bilbao
We Are Van Peebles,France,Rennes
Ween,Etats-Unis,Philadelphie
We Have Band,Royaume-Uni,Londres
West Indies Desire,France,
Wet Furs,France,Bordeaux
White Rabbits,Etats-Unis ,New-York
Who Made Who,Danemark,
Whore,France,Rennes
Why Ted?,France,Laval
Wife,Irlande,
Wild Child,France,Marseille
Wild Swans,Royaume-Uni,Liverpool
Wilkimix,France,
Wilkimix,France,
Wilkimix,France,
William Vivanco,Cuba,La Havane
Willie Cortez,France,Paris
Will T.Massey,Etats-Unis,Austin
Winston MC Anuff & The Bazbaz Orchestra,Jamaïque,
Witty Crew,France,Rennes
Wolf People,Royaume-Uni,Londres
Wonderboy,France,Rennes
Wooden Shjips,Etats-Unis,San Francisco
Woodentrucks,Belgique,Bruxelles
World Domination Enterprises,Royaume-Uni,Londres
World Party,Royaume-Uni,Londres
Wroomble Experience,France,Nancy
WU LYF,Royaume-Uni,Manchester
Wylde Bunch,Etats-Unis ,Los Angeles
X Makeena,France ,Rennes
X-Makeena,France ,Rennes
X Makeena,France ,Rennes
X Makeena,France ,Rennes
X-Ray Pop,France,Tours
X-Ray Pop,France,Tours
Yann Tiersen,France ,Brest
Yann Tiersen,France ,Brest
Yann Tiersen & Shannon Wright,France,Brest
Yargo,Royaume-Uni,Manchester
Yargo,Royaume-Uni,Manchester
Yat-Kha,République de Tuva,
Yo Majesty,Etats-Unis,Tampa
Yosh,France,Toulouse
Young Drills,Russie,
Yuksek,France,
Yuksek,France,Reims
Za!,Espagne,Barcelone
Zak Laughed,France,Clermond-Ferrand
Zammuto,Etats-Unis,
Zam Rock,Zambie,
Zao,Congo,Brazzaville
Zazou Bikaye,France,
Zebda,France,Toulouse
Zeds Dead,Canada,Toronto
Zeljko Kerleta & The Space Runners,Serbie,Belgrade
Zero 7,Royaume-Uni,Londres
Zero 7,Royaume-Uni,Londres
Zero DB,Norvège,Londres
Zero,France,Rennes
Zimpala : Bnx & Walter,France,Bordeaux
Zion Train,Royaume-Uni,Londres
Zodiac Mindwarp & The Love Reaction,Royaume-Uni,Londres
Zombie Zombie,France,
Zomby,Royaume-Uni,Londres
Zong,France (Réunion),
Zong,France (Réunion),
Zoolander,Russie,
Zoot and The Roots,Royaume-Uni,York
Zuco 103,Pays-Bas,Amsterdam
